Belge ID,Birim,Belge Başlığı,Belge İçeriği
285,Kalite Yönetimi,Standart Uyumluluk Bildirimi,OHSAS 18001 standardına uyumluluk kontrolü yapılmıştır. Uyum sağlanan ve eksik kalan alanlar raporda belirtilmiştir.
286,Kalite Yönetimi,İyileştirme Önerisi,Proseslerde iyileştirme yapılması önerilmektedir.
287,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün A ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
288,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
289,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
290,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün D ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
291,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
292,Kalite Yönetimi,Süreç İyileştirme Raporu,tedarik zinciri sürecinde yapılan incelemeler sonucunda iyileştirme önerileri belirlenmiştir. Detaylar ekte sunulmuştur.
293,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün C ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
294,Kalite Yönetimi,İyileştirme Önerisi,Proseslerde iyileştirme yapılması önerilmektedir.
295,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
296,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
297,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
298,Kalite Yönetimi,Müşteri Şikayet Analizi,Müşteri şikayetleri detaylı olarak analiz edilmiştir.
299,Kalite Yönetimi,İyileştirme Önerisi,Proseslerde iyileştirme yapılması önerilmektedir.
300,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
301,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
302,Kalite Yönetimi,Standart Uyumluluk Bildirimi,ISO 27001 standardına uyumluluk kontrolü yapılmıştır. Uyum sağlanan ve eksik kalan alanlar raporda belirtilmiştir.
303,Kalite Yönetimi,İyileştirme Önerisi,Proseslerde iyileştirme yapılması önerilmektedir.
304,Kalite Yönetimi,Müşteri Şikayet Analizi,Müşteri şikayetleri detaylı olarak analiz edilmiştir.
305,Kalite Yönetimi,Hata Analiz Raporu,süreç uyumsuzluğu hatası üzerine yapılan analiz sonuçları açıklanmıştır. Hatanın kaynağı ve çözüm önerileri raporlanmıştır.
306,Kalite Yönetimi,Süreç İyileştirme Raporu,üretim sürecinde yapılan incelemeler sonucunda iyileştirme önerileri belirlenmiştir. Detaylar ekte sunulmuştur.
307,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
308,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
309,Kalite Yönetimi,Standart Uyumluluk Bildirimi,ISO 14001 standardına uyumluluk kontrolü yapılmıştır. Uyum sağlanan ve eksik kalan alanlar raporda belirtilmiştir.
310,Kalite Yönetimi,Standart Uyumluluk Bildirimi,OHSAS 18001 standardına uyumluluk kontrolü yapılmıştır. Uyum sağlanan ve eksik kalan alanlar raporda belirtilmiştir.
311,Kalite Yönetimi,Kalite Kontrol Planı,Üretim süreçleri için yeni bir kalite kontrol planı hazırlanmıştır.
312,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
313,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün C ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
314,Kalite Yönetimi,Müşteri Şikayet Analizi,Müşteri şikayetleri detaylı olarak analiz edilmiştir.
315,Kalite Yönetimi,Müşteri Şikayet Analizi,Müşteri şikayetleri detaylı olarak analiz edilmiştir.
316,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün E ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
317,Kalite Yönetimi,Denetim Raporu,Kalite standartları için yapılan denetimlerin raporu sunulmuştur.
318,Kalite Yönetimi,İyileştirme Önerisi,Proseslerde iyileştirme yapılması önerilmektedir.
319,Kalite Yönetimi,Müşteri Şikayet Analizi,Müşteri şikayetleri detaylı olarak analiz edilmiştir.
320,Kalite Yönetimi,Ürün Kalite Test Sonuçları,Ürün A ürününe uygulanan kalite testleri başarıyla tamamlanmıştır. Test sonuçları detaylı şekilde raporlanmıştır.
321,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
322,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,İleri Seviye modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
323,Eğitim ve Gelişim,Mesleki Gelişim Eğitimi,Çalışanların mesleki gelişimine katkı sağlamak için eğitim düzenlenmiştir.
324,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
325,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Kalite Yönetimi departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
326,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,Uzmanlık modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
327,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
328,Eğitim ve Gelişim,Eğitim Katılım Raporu,Eğitim programlarına katılan çalışanların raporu hazırlanmıştır.
329,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
330,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,Uzmanlık modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
331,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Kalite Yönetimi eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
332,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Kişisel Gelişim eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
333,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Liderlik Gelişimi eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
334,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,Sertifikasyon modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
335,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
336,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Genel Müdürlük departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
337,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
338,Eğitim ve Gelişim,Mentorluk Programı Bildirimi,Yeni mentorluk programı 15 Nisan tarihinde başlatılmıştır. Program kapsamında mentor ve mentee eşleştirmeleri tamamlanmıştır.
339,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Eğitim ve Gelişim departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
340,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Liderlik Gelişimi eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
341,Eğitim ve Gelişim,Eğitim Katılım Raporu,Eğitim programlarına katılan çalışanların raporu hazırlanmıştır.
342,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,Temel Eğitim modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
343,Eğitim ve Gelişim,Mentorluk Programı Bildirimi,Yeni mentorluk programı 1 Ocak tarihinde başlatılmıştır. Program kapsamında mentor ve mentee eşleştirmeleri tamamlanmıştır.
344,Eğitim ve Gelişim,Eğitim Planlaması,Yeni çalışanlar için oryantasyon eğitimleri planlanmıştır.
345,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
346,Eğitim ve Gelişim,Mentorluk Programı Bildirimi,Yeni mentorluk programı 15 Mayıs tarihinde başlatılmıştır. Program kapsamında mentor ve mentee eşleştirmeleri tamamlanmıştır.
347,Eğitim ve Gelişim,Eğitim Planlaması,Yeni çalışanlar için oryantasyon eğitimleri planlanmıştır.
348,Eğitim ve Gelişim,Mentorluk Programı Bildirimi,Yeni mentorluk programı 1 Şubat tarihinde başlatılmıştır. Program kapsamında mentor ve mentee eşleştirmeleri tamamlanmıştır.
349,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,Sertifikasyon modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
350,Eğitim ve Gelişim,Seminer Duyurusu,Tüm çalışanlara yönelik motivasyon semineri düzenlenmiştir.
351,Eğitim ve Gelişim,Uzaktan Eğitim Modülü Güncellemesi,İleri Seviye modülü güncellenmiştir. Yeni içerikler ve materyaller eğitim portalında yayınlanmıştır.
352,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Teknik Yetkinlik eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
353,Eğitim ve Gelişim,Eğitim Değerlendirme Raporu,Kalite Yönetimi eğitimi sonrası yapılan değerlendirme sonuçları ekte sunulmuştur. Katılım oranları ve başarı yüzdeleri analiz edilmiştir.
354,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Mali İşler departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
355,Eğitim ve Gelişim,Eğitim Katılım Raporu,Eğitim programlarına katılan çalışanların raporu hazırlanmıştır.
356,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Pazarlama departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
357,Eğitim ve Gelişim,Mentorluk Programı Bildirimi,Yeni mentorluk programı 1 Şubat tarihinde başlatılmıştır. Program kapsamında mentor ve mentee eşleştirmeleri tamamlanmıştır.
358,Eğitim ve Gelişim,Mesleki Gelişim Eğitimi,Çalışanların mesleki gelişimine katkı sağlamak için eğitim düzenlenmiştir.
359,Eğitim ve Gelişim,Eğitim Planlaması,Yeni çalışanlar için oryantasyon eğitimleri planlanmıştır.
360,Eğitim ve Gelişim,Eğitim İhtiyaç Analizi,Genel Müdürlük departmanında yapılan analiz sonucunda ihtiyaç duyulan eğitim başlıkları belirlenmiştir. Önerilen eğitim programları raporda yer almaktadır.
